geoid,county,state_po,year,polling_places,period,population,prop_high_poverty,prop_hispanic_latino,prop_2more,prop_aian,prop_asian,prop_black,prop_nhpi,prop_other,prop_white
02122,Kenai Peninsula Borough,AK,2018,25,After,57961,28.4,3.96,5.44,7.12,1.49,0.52,0.33,0.16,80.99
02150,Kodiak Island Borough,AK,2012,9,Before,13773,27.72,8.85,4.94,12.66,22.1,0.17,0.94,0.23,50.11
02150,Kodiak Island Borough,AK,2018,9,After,13773,27.72,8.85,4.94,12.66,22.1,0.17,0.94,0.23,50.11
02164,Lake and Peninsula Borough,AK,2012,8,Before,1301,44.62,1.54,6.76,66.72,2.15,0.69,0.23,0.15,21.75
02164,Lake and Peninsula Borough,AK,2018,8,After,1301,44.62,1.54,6.76,66.72,2.15,0.69,0.23,0.15,21.75
02180,Nome Borough,AK,2012,93,Before,9869,49.84,2.37,7.31,73.03,1.39,0.76,0.29,0,14.85
02180,Nome Borough,AK,2018,89,After,9869,49.84,2.37,7.31,73.03,1.39,0.76,0.29,0,14.85
02188,Northwest Arctic Borough,AK,2012,11,Before,7715,49.41,2.54,3.31,81.62,0.88,0.54,0.01,0,11.1
02188,Northwest Arctic Borough,AK,2018,11,After,7715,49.41,2.54,3.31,81.62,0.88,0.54,0.01,0,11.1
02198,Prince of Wales-Hyder Borough,AK,2012,93,Before,6473,35.73,3.68,9.22,39.84,1.14,0.15,0.62,0.06,45.28
02198,Prince of Wales-Hyder Borough,AK,2018,89,After,6473,35.73,3.68,9.22,39.84,1.14,0.15,0.62,0.06,45.28
02261,Valdez-Cordova Borough,AK,2012,93,Before,9439,20.83,4.8,8.09,13.27,2.83,0.14,0.61,0.03,70.22
02261,Valdez-Cordova Borough,AK,2018,89,After,9439,20.83,4.8,8.09,13.27,2.83,0.14,0.61,0.03,70.22
02270,Kusilvak Borough,AK,2012,93,Before,8129,72.89,1.62,4.06,89.58,0.5,0.43,0,0.02,3.78
02270,Kusilvak Borough,AK,2018,89,After,8129,72.89,1.62,4.06,89.58,0.5,0.43,0,0.02,3.78
02070,Dillingham Borough,AK,2012,93,Before,4974,43.38,3.12,6.74,71.95,1.51,0.44,0,0,16.24
02070,Dillingham Borough,AK,2018,89,After,4974,43.38,3.12,6.74,71.95,1.51,0.44,0,0,16.24
02110,Juneau Borough,AK,2012,13,Before,32434,16.11,6.37,8.32,10.79,6.71,1.02,0.96,0.42,65.41
02110,Juneau Borough,AK,2018,13,After,32434,16.11,6.37,8.32,10.79,6.71,1.02,0.96,0.42,65.41
02130,Ketchikan Gateway Borough,AK,2012,7,Before,13745,24.73,4.77,8.53,13.53,7.76,0.55,0.04,0.42,64.42
02130,Ketchikan Gateway Borough,AK,2018,7,After,13745,24.73,4.77,8.53,13.53,7.76,0.55,0.04,0.42,64.42
02185,North Slope Borough,AK,2012,9,Before,9757,26.19,4.11,5.93,50.95,5.55,0.54,1.63,0,31.28
02185,North Slope Borough,AK,2018,9,After,9757,26.19,4.11,5.93,50.95,5.55,0.54,1.63,0,31.28
02195,Petersburg Borough,AK,2012,1,Before,3275,22.5,10.56,7.24,6.6,6.72,0.58,1.1,0.06,67.15
02195,Petersburg Borough,AK,2018,1,After,3275,22.5,10.56,7.24,6.6,6.72,0.58,1.1,0.06,67.15
02220,Sitka Borough,AK,2012,1,Before,8810,22.34,6.3,10.07,13.14,6.7,0.96,0.42,0,62.41
02220,Sitka Borough,AK,2018,1,After,8810,22.34,6.3,10.07,13.14,6.7,0.96,0.42,0,62.41
02230,Skagway Borough,AK,2012,1,Before,1038,23.04,6.84,4.53,5.3,4.05,0.19,0,0.48,78.61
02230,Skagway Borough,AK,2018,1,After,1038,23.04,6.84,4.53,5.3,4.05,0.19,0,0.48,78.61
02020,Anchorage Borough,AK,2012,119,Before,298225,20.55,8.86,8.14,6.82,9.18,5.25,2.33,0.23,59.19
02020,Anchorage Borough,AK,2018,121,After,298225,20.55,8.86,8.14,6.82,9.18,5.25,2.33,0.23,59.19
02068,Denali Borough,AK,2012,5,Before,2303,35.74,0.74,9.25,2.17,4.73,0.17,0,0.22,82.72
02068,Denali Borough,AK,2018,4,After,2303,35.74,0.74,9.25,2.17,4.73,0.17,0,0.22,82.72
02013,Aleutians East Borough,AK,2012,4,Before,3338,37.56,9.71,5.15,37.42,26.09,4.79,1.38,0,15.46
02013,Aleutians East Borough,AK,2018,4,After,3338,37.56,9.71,5.15,37.42,26.09,4.79,1.38,0,15.46
02275,Wrangell Borough,AK,2012,1,Before,2475,34.87,3.15,8.53,20.61,3.11,0.16,0,0,64.44
02275,Wrangell Borough,AK,2018,1,After,2475,34.87,3.15,8.53,20.61,3.11,0.16,0,0,64.44
02240,Southeast Fairbanks Borough,AK,2012,93,Before,6889,33.01,5.17,4.98,11.53,1.92,1.44,0.04,0,74.93
02240,Southeast Fairbanks Borough,AK,2018,89,After,6889,33.01,5.17,4.98,11.53,1.92,1.44,0.04,0,74.93
02090,Fairbanks North Star Borough,AK,2012,37,Before,100031,22.59,7.71,7.36,6.28,3,4,0.45,0.11,71.08
02090,Fairbanks North Star Borough,AK,2018,37,After,100031,22.59,7.71,7.36,6.28,3,4,0.45,0.11,71.08
02100,Haines Borough,AK,2012,2,Before,2537,25.14,2.8,6.58,7.49,3.94,0.04,0.2,0,78.95
02100,Haines Borough,AK,2018,2,After,2537,25.14,2.8,6.58,7.49,3.94,0.04,0.2,0,78.95
02170,Matanuska-Susitna Borough,AK,2012,39,Before,101135,24.47,4.61,7.76,4.98,1.3,1.02,0.18,0.23,79.92
02170,Matanuska-Susitna Borough,AK,2018,41,After,101135,24.47,4.61,7.76,4.98,1.3,1.02,0.18,0.23,79.92
02060,Bristol Bay Borough,AK,2012,3,Before,917,22.76,4.47,8.72,34.35,1.42,0.44,0.33,0,50.27
02060,Bristol Bay Borough,AK,2018,3,After,917,22.76,4.47,8.72,34.35,1.42,0.44,0.33,0,50.27
02290,Yukon-Koyukuk Borough,AK,2012,93,Before,5453,48.87,2.15,5.24,70.44,0.73,0.09,0,0,21.35
02290,Yukon-Koyukuk Borough,AK,2018,89,After,5453,48.87,2.15,5.24,70.44,0.73,0.09,0,0,21.35
02282,Yakutat Borough,AK,2012,1,Before,682,33.43,5.57,14.81,28.3,5.43,0.88,1.32,0,43.7
02282,Yakutat Borough,AK,2018,1,After,682,33.43,5.57,14.81,28.3,5.43,0.88,1.32,0,43.7
